batch_id,task_id,satellite,intervals
2,24,Satellite3,"(('18 Aug 2018 04:34:13.428', '18 Aug 2018 04:44:59.000'),)"
2,24,Satellite5,"(('18 Aug 2018 04:12:23.563', '18 Aug 2018 04:27:14.341'),)"
2,24,Satellite6,"(('18 Aug 2018 04:00:19.334', '18 Aug 2018 04:13:02.736'),)"
2,25,Satellite1,"(('18 Aug 2018 04:04:42.258', '18 Aug 2018 04:17:22.631'),)"
2,25,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:56:50.662'),)"
2,25,Satellite3,"(('18 Aug 2018 04:34:00.731', '18 Aug 2018 04:44:45.580'),)"
2,25,Satellite5,"(('18 Aug 2018 04:11:44.896', '18 Aug 2018 04:26:26.758'),)"
2,25,Satellite6,"(('18 Aug 2018 03:59:32.087', '18 Aug 2018 04:12:30.858'),)"
2,26,Satellite1,"(('18 Aug 2018 04:05:20.767', '18 Aug 2018 04:18:38.026'),)"
2,26,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:57:16.191'),)"
2,26,Satellite3,"(('18 Aug 2018 04:33:31.853', '18 Aug 2018 04:44:59.000'),)"
2,26,Satellite5,"(('18 Aug 2018 04:13:18.360', '18 Aug 2018 04:26:30.711'),)"
2,26,Satellite6,"(('18 Aug 2018 04:02:24.744', '18 Aug 2018 04:10:48.903'),)"
2,27,Satellite1,"(('18 Aug 2018 04:04:33.299', '18 Aug 2018 04:16:22.583'),)"
2,27,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:56:03.090'),)"
2,27,Satellite3,"(('18 Aug 2018 04:34:12.035', '18 Aug 2018 04:43:17.457'),)"
2,27,Satellite5,"(('18 Aug 2018 04:11:22.794', '18 Aug 2018 04:25:43.998'),)"
2,27,Satellite6,"(('18 Aug 2018 03:59:02.226', '18 Aug 2018 04:12:03.336'),)"
2,28,Satellite1,"(('18 Aug 2018 03:55:53.629', '18 Aug 2018 04:08:03.468'),)"
2,28,Satellite2,"(('18 Aug 2018 03:45:00.000', '18 Aug 2018 03:47:39.615'),)"
2,28,Satellite3,"(('18 Aug 2018 04:24:17.997', '18 Aug 2018 04:36:02.921'),)"
2,28,Satellite4,"(('18 Aug 2018 04:34:30.176', '18 Aug 2018 04:43:04.278'),)"
2,28,Satellite5,"(('18 Aug 2018 04:02:40.747', '18 Aug 2018 04:17:10.131'),)"
2,28,Satellite6,"(('18 Aug 2018 03:50:41.300', '18 Aug 2018 04:03:40.798'),)"
2,28,Satellite7,"(('18 Aug 2018 04:37:49.299', '18 Aug 2018 04:44:59.000'),)"
2,29,Satellite1,"(('18 Aug 2018 04:11:10.665', '18 Aug 2018 04:17:21.656'),)"
2,29,Satellite2,"(('18 Aug 2018 03:48:26.887', '18 Aug 2018 03:58:08.120'),)"
2,29,Satellite5,"(('18 Aug 2018 04:16:34.296', '18 Aug 2018 04:28:17.635'),)"
2,29,Satellite6,"(('18 Aug 2018 04:03:27.303', '18 Aug 2018 04:15:16.726'),)"
2,30,Satellite1,"(('18 Aug 2018 04:09:07.024', '18 Aug 2018 04:21:31.174'),)"
2,30,Satellite2,"(('18 Aug 2018 03:48:39.920', '18 Aug 2018 03:59:42.747'),)"
2,30,Satellite3,"(('18 Aug 2018 04:36:55.961', '18 Aug 2018 04:44:59.000'),)"
2,30,Satellite5,"(('18 Aug 2018 04:17:50.435', '18 Aug 2018 04:28:51.817'),)"
